created_at,tweet,sentiment,compound
2019-04-14 21:04:17,Thinks that didnt exist last time Tiger won a major Uber Instagram Snapchat Bitcoin iPad Facebook Messenger App Kickstarter Pinterest Angry Birds WhatsApp Candy Crush Tinder Apple Watch Starbucks Pumpkin Spice Lattes ,0.134,-0.0516
2019-04-14 21:04:26,7 Thoughts On Crypto After Three Months Down The Rabbit Hole Crypto bitcoin  ,0.185,-0.3612
2019-04-14 21:04:26,News are rolling on IMF related to cryptocurrency Read this bitcoin blockchain ,0.0,0.0
2019-04-14 21:04:28,This would be huge for a monero nomad like me  ,0.407,0.5859
2019-04-14 21:04:28,Bitcoin BTC Advances to Above 5100 as Overall Crypto Market Trading Volume Plummets  ,0.0,0.0
2019-04-14 21:04:28,I found where Satoshi Nakamoto is hiding the creator of Bitcoin  ,0.196,-0.296
2019-04-14 21:04:30,CryzonPT Im clearly not saying satoshi mined 20 million bitcoin thats common sense ,0.184,0.4019
2019-04-14 21:04:30,In case you werent sure if merge mining with Bitcoin would catch on $ELA $BTC Shout out to the Elastos Moderators who helped us with these calculations  😉,0.065,-0.2411
2019-04-14 21:04:32,The Wallets Mac Windows Linux are now finished and will be delivered in the next hours All is working well You can create your Keystore File and protect your Coins Bitdepositary creditcard coin crypto bdt moonberg blockchain bitcoin ethereum exchange  ,0.155,0.7003
2019-04-14 21:04:34,This would be huge for a monero nomad like me  ,0.407,0.5859
2019-04-14 21:04:36,Next phase of growth in crypto aint from utility tokens or security tokens its from synthetic assets We at getnuo already support - dollar pegged synthetic asset DAI - bitcoin pegged synthetic asset WBTC Gold stocks bonds seem like the most natural extension ,0.374,0.9493
2019-04-14 21:04:37,$EOS Showing an impulsive structure from December low and short term pullbacks are expected to remain supported above $31 low elliottwave $BTC Cryptocurrency Bitcoin ,0.33,-0.8658
2019-04-14 21:04:40,The world has an unlimited supply of fiat to buy a limited supply of 21M Bitcoin ,0.163,0.25
2019-04-14 21:04:43,All new LIVE episode of The Bitcoin News Show today 12pm PT 3pm ET only on CryptoCastNet Topics -Bitcoin over 5k -Were all Hodlnaut -Assanges BTC Donations Panelists TraceMayer PeterMcCormack BtcDanny Link  🔴 🕛 🕒,0.0,0.0
